title,lable
总镁离子,newNode
镁钾含量比,newNode
种子休眠性,newNode
显示分辨率,newNode
屏幕分辨率,newNode
粒厚,newNode
稻帚枝霉菌,newNode
12点,newNode
相对含水量,newNode
含铜量,newNode
动物,newNode
古生物学,newNode
氧化酶活性,newNode
spl突变体细胞,newNode
长臂,newNode
氧化胁迫,newNode
向光性,newNode
趋光性,newNode
杂交试验,newNode
血清学,newNode
血缘关系,newNode
形态学,newNode
硫浓度,newNode
黑龙江,newNode
台湾省,newNode
紫外光,newNode
特性,newNode
叶绿素a,newNode
3月,newNode
社群,newNode
公司的负责人,newNode
钙离子浓度,newNode
会徽,newNode
绰号为“金丝雀”,newNode
砷含量,newNode
qPS3,newNode
S19,newNode
花序形态解剖学特征,newNode
花序,newNode
首都,newNode
行政首府,newNode
Oskn3,newNode
植物矮化,newNode
TRTNB,newNode
普通野生稻,newNode
晶体,newNode
组蛋白,newNode
效率,newNode
驱动功率,newNode
植物叶片总面积,newNode
叶面积系数,newNode
国都,newNode
国家队,newNode
我国农业,newNode
食品添加剂,newNode
历史,newNode
花柱颜色,newNode
花丝颜色,newNode
呼吸量,newNode
同一时间内代谢损失的碳总量,newNode
阿米巴,newNode
微孢子虫,newNode
TMS5,newNode
RNA酶ZS1,newNode
发芽种子,newNode
荧光,newNode
萤光,newNode
QTLs,newNode
R1679,newNode
胁迫、光合作用速率或蒸腾,newNode
表观误差,newNode
渗出液量,newNode
植物切割部分,newNode
镍离子浓度,newNode
钼浓度,newNode
钼元素,newNode
千粒重,newNode
深根干重,newNode
费用,newNode
企业在日常活动中发生的会导致所有者权益,newNode
bp,newNode
Hd1,newNode
Pish,newNode
基因编码,newNode
经济产量,newNode
铜离子浓度,newNode
构型,newNode
包装程度,newNode
叶面积指数,newNode
中国农业大学,newNode
清华大学,newNode
食用品质,newNode
Pb,newNode
Prp-b,newNode
淀粉消化率,newNode
饲草料,newNode
农垦,newNode
经济,newNode
有丝分裂,newNode
旋光性,newNode
Xnbp37,newNode
基因工程,newNode
而且,newNode
更新,newNode
分蘖数,newNode
消减值,newNode
冷糊状物粘度,newNode
N28S,newNode
德意志民主共和国,newNode
民主德国,newNode
3A28,newNode
3A20,newNode
苗,newNode
吲哚乙酸,newNode
生长素,newNode
整株占有总体积,newNode
单板,newNode
叶绿素,newNode
细胞膜,newNode
植物穿透到地下的根数,newNode
含铁量,newNode
越南,newNode
孢子,newNode
粒数,newNode
种子长宽比,newNode
地上部向光性,newNode
胚芽鞘向光性,newNode
节间伸长,newNode
遗传图,newNode
遗传连锁图,newNode
Pik,newNode
锰离子浓度,newNode
不育基因座位,newNode
特异亲和基因座位,newNode
生殖同源异型,newNode
光合势,newNode
叶面积持续期,newNode
稻谷脱去颖壳后,newNode
遗传方差,newNode
广狭及四至,newNode
幅员,newNode
蛋白水解,newNode
个别测定值,newNode
L(+)-阿戊糖,newNode
氧化磷,newNode
三磷酸腺苷,newNode
王春连,newNode
小种,newNode
笔记本电脑,newNode
便携式电脑,newNode
植物干重,newNode
谷粒大小,newNode
种子大小,newNode
果胶糖,newNode
总投资,newNode
固定资产投资,newNode
植物器官构造,newNode
植物器官,newNode
修复系统,newNode
Amol1,newNode
黄酮类化合物含量,newNode
科学家,newNode
精子细胞,newNode
困难局面,newNode
亏损,newNode
Hd(t),newNode
光合速率,newNode
植物鲜重,newNode
氰与青色相联系,newNode
普鲁士蓝即为一种氰化物,newNode
花序数目,newNode
Rf6(t),newNode
土地面积,newNode
穗重,newNode
潜力,newNode
潜在的能力和力量,newNode
棒状结构,newNode
化学,newNode
商业,newNode
克隆,newNode
东德,newNode
特化细胞,newNode
新生组织,newNode
占位性块状,newNode
赘生物,newNode
干重+水分,newNode
渗透调节能力,newNode
朝阳,newNode
绿色科技,newNode
供能,newNode
分化,newNode
锌含量,newNode
HAF1,newNode
蛋白酶,newNode
籽粒大小,newNode
呼吸速率,newNode
职业水平评定,newNode
职称评定,newNode
生育后代,newNode
光合能力,newNode
光合作用强度,newNode
叶片,newNode
叶温,newNode
水分,newNode
小穗数,newNode
首要城市,newNode
花粉囊,newNode
小孢子囊,newNode
病原菌,newNode
Spl-2基因位点,newNode
盈利,newNode
脱壳籽粒长度,newNode
杂种衰退的弱势表型,newNode
自身免疫应答,newNode
TN1,newNode
光合效率,newNode
流动资产投资,newNode
雄穗花序形态解剖学性状,newNode
雄穗花序,newNode
正德,newNode
嘉靖,newNode
胞内激酶结构域,newNode
XA21,newNode
植物茎轴形态解剖学特征,newNode
植物根茎,newNode
高温,newNode
峰值粘度,newNode
初期体长,newNode
糙米长,newNode
总钠离子,newNode
浆片,newNode
钴离子浓度,newNode
成熟期,newNode
压力,newNode
杨蜀岚,newNode
长穗颈高秆突变系eB-2,newNode
花序重量,newNode
短串连重复,newNode
硒离子浓度,newNode
avrPish,newNode
硬油酸含量,newNode
单性生殖,newNode
电子计算机,newNode
电脑,newNode
水稻野败型,newNode
红莲型,newNode
收割,newNode
脱壳,newNode
遗传力,newNode
化学应力敏感性,newNode
化学胁迫敏感性,newNode
18℃以下的温度,newNode
低温,newNode
脱壳籽粒,newNode
同源异形,newNode
穗形态解剖学性状,newNode
穗子,newNode
镁离子浓度,newNode
生长,newNode
抗酶解淀粉,newNode
12月,newNode
一月,newNode
Time,newNode
蒸腾,newNode
胁迫,newNode
远缘杂种表现不育,newNode
画面,newNode
水培,newNode
相对小穗数,newNode
1cd,newNode
1000mcd,newNode
花器官形态解剖学特征,newNode
花器官,newNode
淀粉粒合成,newNode
检测,newNode
甜味,newNode
淀粉酶,newNode
大米,newNode
糠皮,newNode
有用功率,newNode
木皮,newNode
每穗瘪粒数,newNode
空粒数,newNode
国内生产总值,newNode
人均收入,newNode
破坏了RIM结构,newNode
对RDV的抗性,newNode
海市蜃楼,newNode
光的折射和全反射,newNode
地上节间形态解剖学性状,newNode
蝉无蛹期,newNode
蝉蛹是错误的,newNode
蜃景,newNode
免疫应答,newNode
抗病性,newNode
XA21K736E,newNode
稻瘟病抗性,newNode
HAF,newNode
Hd1积累,newNode
D3蛋白,newNode
叶片衰老过程,newNode
黑暗诱导的植物叶片衰老过程,newNode
叶片细胞死亡过程,newNode
过氧化氢诱导的植物叶片细胞死亡过程,newNode
KNOX基因,newNode
SAM的形成,newNode
调节SAM的形成,newNode
KNOX,newNode
器官定位模式的塑造,newNode
细胞命运决定,newNode
OsH15,newNode
植物的发育,newNode
发育,newNode
SPL5,newNode
RNA的剪接,newNode
3b亚基3,newNode
剪接,newNode
剪接调节细胞死亡和抗性应答的预成熟RNA,newNode
同源蛋白,newNode
水稻侧芽生长,newNode
侧芽生长,newNode
OsCCD7,newNode
独角金内酯生物合成,newNode
生物合成,newNode
贝壳杉烯氧化酶,newNode
赤霉素生物合成,newNode
赤霉素,newNode
赤霉素生物合成早期步骤,newNode
效应子,newNode
基因Xa13表达,newNode
组成因子,newNode
植物免疫应答,newNode
OsRac1,newNode
免疫反应,newNode
Pit,newNode
Pi-9,newNode
乙烯,newNode
ABA的降解,newNode
Sub1A的表达,newNode
Sub1A,newNode
抑制因子SLR1和SLRL1的积累,newNode
sd1,newNode
赤霉素的合成,newNode
赤霉素合成,newNode
催化GA53转换为GA20,newNode
OsDRP2B,newNode
胞吞作用通路,newNode
高尔基体后的跨膜运输,newNode
纤维素合成,newNode
BC3,newNode
纤维素的合成,newNode
胞吞,newNode
后高尔基体的跨膜转运,newNode
Ghd7基因编码的蛋白质,newNode
开花,newNode
光敏色素生色团的生物合成,newNode
血红素加氧酶,newNode
光敏色素发色团生物合成,newNode
主效基因,newNode
调控光周期开花,newNode
FLO2,newNode
耐热,newNode
OsRDR6参与的RNA沉默途径,newNode
植株对病毒、细菌和真菌的防卫反应,newNode
SHL2编码RNA,newNode
trans-acting小干扰RNA,newNode
ta-siRNA,newNode
水稻花器官的近轴-远轴极性建成,newNode
miR166,newNode
ta-siRNA的形成,newNode
器官的生长和发育,newNode
MIF4G域,newNode
蛋白与病毒的交互识别作用,newNode
GluB-1,newNode
合成谷蛋白,newNode
mRNA帽子结构的固定,newNode
核糖体的招募,newNode
过氧化氢,newNode
水稻幼苗叶片中热激,newNode
镉诱导的抗坏血酸过氧化物酶,newNode
谷胱甘肽还原酶的表达,newNode
Rd,newNode
水稻果皮原花色素的合成,newNode
原花色素的合成,newNode
果皮原花色素的合成,newNode
OsCKI1,newNode
信号转导,newNode
OGR1,newNode
线粒体转录本的RNA编辑,newNode
RNA编辑,newNode
包含bHLH结构的蛋白,newNode
花青素的生物合成,newNode
花青素,newNode
被OGR1进行RNA编辑的线粒体转录本,newNode
线粒体电子传递链,newNode
线粒体转录本,newNode
SPL基因,newNode
开花时间的调节,newNode
SPL,newNode
植物组织的细胞分裂素水平的调节,newNode
BPH18,newNode
排趋性,newNode
抗生性,newNode
SGR,newNode
参与PaO的活性,newNode
OsHTAS,newNode
ABA参与,newNode
PM定位的XA21和XA21K736E,newNode
水稻的抗病性,newNode
Pi-ta参与的稻瘟病抗性,newNode
对Hd1积累的精细调控,newNode
CIATED1,newNode
光周期诱导的开花,newNode
OsLHY,newNode
节律钟的调节,newNode
Ehd1的同源二聚化,newNode
诱导水稻开花,newNode
不依赖G蛋白,newNode
叶鞘伸长,newNode
OsCKX2,newNode
稻谷的产量,newNode
细胞分裂素的积累,newNode
d1,newNode
对24-表油菜素内酯的敏感性,newNode
RGA1,newNode
耐旱性,newNode
细胞分裂受到抑制,newNode
d1突变体矮秆,newNode
D1,newNode
D1的隐性突变,newNode
Gn1a位点,newNode
每穗实粒数,newNode
杂种花粉败育,newNode
FLW1,newNode
剑叶宽度,newNode
FLW2,newNode
MOC1,newNode
分蘖,newNode
一对显性基因,newNode
广谱抗性,newNode
Hd1mRNA的数量,newNode
促进抽穗,newNode
延迟抽穗,newNode
穗粒数,newNode
Ehd基因,newNode
水稻穗发育,newNode
Hd-1位点,newNode
Se-1,newNode
成熟,newNode
来自Kasalath的等位基因,newNode
抽穗,newNode
水稻抽穗,newNode
CK2α亚基,newNode
开花时间,newNode
Hd3a位点的等位基因,newNode
传递通路,newNode
水稻的开花,newNode
Hd1和Ehd基因,newNode
置换,newNode
迟开花,newNode
水稻稻瘟病,newNode
分蘖芽的活性,newNode
SCFD3复合体,newNode
地上部分枝,newNode
D14,newNode
分蘖芽,newNode
节间细胞的形态和分化,newNode
节间细胞的形态,newNode
分裂速率,newNode
OSH基因,newNode
异位芽,newNode
叶片的发育,newNode
叶处于未分化的状态,newNode
水稻节间的发育,newNode
水稻温敏型雄性不育控制基因,newNode
水稻温敏型雄性不育,newNode
温敏雄性核不育基因,newNode
温敏雄性核不育,newNode
雄性不育,newNode
温敏雄性不育基因tms5,newNode
温敏雄性不育基因,newNode
水稻野败型胞质雄性不育系的育性,newNode
水稻野败型细胞质雄性不育恢复基因,newNode
野败型胞质不育,newNode
茎秆增粗,newNode
叶片短且宽,newNode
叶色暗绿,newNode
穗形直立,newNode
着粒紧密,newNode
谷粒小而圆,newNode
d3突变,newNode
OSH15的缺失,newNode
Rf-WA-2,newNode
不育恢复,newNode
野败型胞质不育恢复基因,newNode
Rf6,newNode
水稻斑点叶,newNode
细胞死亡,newNode
抗性应答,newNode
一对隐性基因,newNode
长穗颈高秆性状,newNode
eui2,newNode
光敏色素,newNode
水稻节间的伸长,newNode
节间伸长控制基因,newNode
新矮秆基因,newNode
矮秆,newNode
隐性单基因,newNode
矮生性,newNode
白背飞虱抗性基因,newNode
白背飞虱抗性,newNode
Wbph6(t),newNode
显性抗性基因,newNode
非编码RNA,newNode
PTMS12-1,newNode
ptms12-1,newNode
粳稻农垦58S光敏型雄性不育,newNode
籼稻培矮64S温敏雄性不育,newNode
温敏核不育,newNode
寄主感病,newNode
Xa13基因,newNode
生殖生长,newNode
Xa14,newNode
对日本小种Ⅶ的抗性,newNode
Pi-sh,newNode
eui1,newNode
高秆,newNode
单隐性基因,newNode
茎叶脆嫩性状,newNode
xa28(t,newNode
LotaSail对小种2的抗性,newNode
ef1与Se1-e,newNode
Taichung65的BVP,newNode
Ef-1,newNode
基本营养生长,newNode
E1位点,newNode
水稻的抽穗期和成熟,newNode
ef-6位点,newNode
基本营养生长期,newNode
sh4基因,newNode
水稻落粒性,newNode
Bph13(t),newNode
抗褐飞虱性状,newNode
GS3位点,newNode
du-3,newNode
低直链淀粉含量,newNode
"du-1,du-2,du-3,du-4和du-5",newNode
木质素的生物合成,newNode
水稻茎秆强度,newNode
显性早熟基因,newNode
完全显性早熟特性,newNode
F1花粉半不育,newNode
S-25(t),newNode
半不育性,newNode
S21,newNode
两个独立遗传的主基因,newNode
杂种育性,newNode
粒长粒重,newNode
DEP1,newNode
穗型,newNode
qGC-6,newNode
粳/籼杂交胶稠度,newNode
ef1-h基因,newNode
Hd2,newNode
长日照条件下抽穗期,newNode
Hd-2位点,newNode
抽穗期和成熟,newNode
SGP(t),newNode
水稻生育期,newNode
Ghd7,newNode
每穗粒数,newNode
抽穗期多效性,newNode
每穗粒数、株高和抽穗期多效性,newNode
hd7基因位点,newNode
每穗粒数、株高和抽穗期,newNode
flo-1基因位点,newNode
直链淀粉含量,newNode
胚乳中储藏性物质,newNode
水稻籽粒大小,newNode
淀粉品质,newNode
flo-2基因位点,newNode
水稻的直链淀粉含量,newNode
SH4,newNode
离区发育,newNode
Pi-GD-1(t),newNode
对广东菌株RFDW-I的抗性,newNode
Pi-GD-3(t),newNode
对广东菌株RFDW-IV的抗性,newNode
Ge位点,newNode
水稻籽粒胚,newNode
Rhz3和Rhz2,newNode
地下茎性状,newNode
Twisteddwarf1(Td1),newNode
Twisteddwarf1,newNode
Td1,newNode
叶卷曲,newNode
水稻显性半矮秆基因,newNode
茎秆节间的伸长,newNode
显性半矮秆基因,newNode
sdk(t),newNode
1042-13半矮秆性状,newNode
eui基因,newNode
2428ha的株高,newNode
sd-1基因,newNode
sd-h(t),newNode
隐性矮秆基因,newNode
162d的矮生性,newNode
dj(t),newNode
江苏矮的矮生性,newNode
sd-s(t),newNode
一组复等位基因,newNode
杂种一代育性,newNode
Rsb-2(t),newNode
Pi-hk1(t),newNode
黑壳子粳对北1的抗性,newNode
TAC1,newNode
分蘖角度,newNode
多个座位的基因,newNode
籼粳亚种间的杂种不育性,newNode
Lcr1(t),newNode
bel,newNode
对除草剂苯达松敏感致死,newNode
du-2,newNode
du基因位点,newNode
PROG1基因,newNode
匍匐生长习性,newNode
GIF蛋白,newNode
稻米组织,newNode
谷物中的淀粉数量,newNode
GIF1基因,newNode
蔗糖酶（转化酶）的活性,newNode
GIF1,newNode
蔗糖运输卸载和灌浆,newNode
水稻果皮的色泽,newNode
qSW5,newNode
水稻籽粒宽度,newNode
Spk(t),newNode
水稻的分蘖角度,newNode
hwe1(t),newNode
F2杂种劣势,newNode
隐性半矮秆基因,newNode
矮生性状,newNode
osmyoXIB,newNode
水稻花粉的发育,newNode
SKC1,newNode
K+和Na+从根部向地上部的运输过程,newNode
ddu1,newNode
水稻株高,newNode
FON3,newNode
花器官的数目,newNode
SHA1,newNode
籽粒的落粒性,newNode
QTLqCL-3,newNode
茎高,newNode
水稻产量,newNode
qPE9-1,newNode
水稻穗型,newNode
1对隐性主效基因,newNode
tac2突变性状,newNode
隐性主效基因,newNode
水稻分蘖角度,newNode
Pl基因位点,newNode
地上部分的颜色,newNode
gw9.1,newNode
每穗(实)粒数、穗长、穗着粒密度、稠穗期和株高等性状,newNode
每穗(实)粒数,newNode
穗长,newNode
穗着粒密度,newNode
稠穗期,newNode
伸长中的节间外面基层细胞的位置,newNode
同源异型基因,newNode
细胞或区域的建立,newNode
躯体的决定,newNode
LTG1编码酪蛋白激酶,newNode
低温应答,newNode
G蛋白复合体,newNode
氮信号,newNode
株型性状,newNode
qPE-9,newNode
ABA介导的干旱胁迫响应,newNode
微RNA,newNode
基因表达,newNode
IPA1,newNode
水稻分蘖,newNode
茎的伸长,newNode
GS3编码的蛋白,newNode
